age,educational-num,fnlwgt,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,income,relationship,workclass,native-country,gender,race
27,10,169117,0,0,30,15,4,0,0,4,2,38,0,2
27,10,238267,0,0,10,15,4,7,0,4,2,38,0,4
31,9,118551,0,0,40,11,4,12,0,1,2,38,0,4
23,9,47541,0,0,50,11,2,6,0,0,2,38,1,4
45,10,92374,13550,0,60,15,4,3,1,1,2,18,1,3
32,10,131568,0,0,40,15,2,6,0,0,2,38,1,4
42,9,183319,0,0,43,11,0,2,1,1,2,38,1,4
41,9,309932,0,0,50,11,2,2,0,0,2,38,1,4
60,9,197311,0,0,99,11,0,8,0,4,2,38,0,4
28,10,292120,0,0,42,15,4,0,0,3,2,38,0,4
49,12,117310,0,0,38,7,2,0,0,3,2,38,0,4
23,11,308647,0,1887,40,8,2,12,1,0,2,38,1,4
30,13,135785,0,0,40,9,4,9,0,1,2,38,0,4
28,11,179008,0,0,50,8,2,9,0,0,2,38,1,4
27,9,205188,0,0,60,11,2,10,0,0,5,38,1,4
26,14,193945,0,0,60,12,4,3,0,1,2,38,1,4
40,14,258589,0,0,80,12,4,2,0,1,5,38,1,4
30,13,107142,0,0,37,9,2,9,1,0,5,38,1,4
42,13,23157,0,0,50,9,2,9,1,0,2,38,1,4
72,9,47203,4931,0,70,11,2,4,0,0,4,38,1,4
30,10,279923,0,0,40,15,4,11,0,1,2,38,1,2
51,11,192386,6849,0,40,8,0,2,0,1,2,38,1,4
24,14,188569,4787,0,60,12,4,3,1,3,2,38,0,4
43,9,68748,0,0,40,11,4,2,0,2,2,38,1,4
53,10,239155,0,0,50,15,2,3,1,0,2,38,1,4
45,10,165346,0,0,64,15,0,3,0,4,2,38,0,4
21,10,392082,0,0,40,15,4,0,0,3,2,38,1,3
36,13,379522,0,0,40,9,0,9,0,1,2,10,1,4
34,9,109917,0,0,40,11,0,6,0,1,2,38,0,4
25,7,109097,0,0,40,1,4,0,0,1,2,38,0,4
57,9,202765,0,0,40,11,2,2,0,0,5,38,1,4
46,14,125892,15024,0,40,12,2,3,1,2,0,38,1,4
30,9,119411,0,0,40,11,0,4,0,1,2,38,1,4
31,13,88231,0,0,40,9,4,2,0,1,2,38,1,4
42,13,188561,0,0,40,9,2,9,0,0,2,38,1,4
48,9,191681,0,0,40,11,2,2,1,0,2,38,1,4
42,10,36999,3325,0,40,15,0,2,0,1,2,38,1,4
57,9,161662,4650,0,40,11,3,2,0,1,2,38,1,4
45,14,111994,0,0,40,12,2,9,1,0,1,38,1,4
27,13,247711,0,2258,55,9,4,11,0,1,2,38,0,4
41,7,271282,0,0,20,1,0,10,0,1,2,38,0,4
44,10,314739,0,0,40,15,2,11,1,0,2,38,1,4
39,10,195148,0,0,40,15,2,11,0,0,5,38,1,4
18,10,358121,0,0,25,15,4,11,0,3,2,38,0,4
31,12,101266,0,0,40,7,2,2,0,0,2,38,1,4
24,9,278391,0,0,50,11,4,0,0,4,2,38,1,4
19,10,206751,0,0,30,15,4,0,0,3,2,38,1,4
54,9,161147,2174,0,40,11,4,0,0,3,2,38,0,4
47,10,301431,0,0,40,15,0,6,0,4,2,38,0,4
17,8,347000,0,0,12,2,4,4,0,3,2,38,1,4
39,14,25806,0,0,48,12,2,9,0,0,5,2,1,1
24,9,181557,0,0,40,11,4,5,0,3,2,38,1,2
20,10,20057,0,0,40,15,4,10,0,1,2,38,0,0
25,9,190107,0,0,40,11,2,2,1,0,2,38,1,4
39,13,30269,0,0,44,9,4,9,1,1,1,38,0,4
20,10,117767,0,0,40,15,4,9,0,3,2,38,1,4
44,14,406734,0,0,40,12,2,2,0,0,2,38,1,2
23,12,236696,0,0,20,7,4,2,0,3,2,19,1,4
24,8,354691,0,0,40,2,4,2,0,1,2,38,1,4
53,9,199720,0,0,40,11,2,11,1,0,2,38,1,4
24,13,31606,0,0,20,9,2,9,1,2,4,38,0,4
45,10,133973,0,0,40,15,0,0,0,4,0,38,0,4
55,10,323639,0,0,74,15,2,13,1,0,2,38,1,4
21,10,225724,0,0,20,15,4,0,0,3,2,38,0,4
64,14,144391,0,0,40,12,2,4,0,0,4,38,1,4
36,13,34173,0,0,20,9,2,6,0,5,2,38,0,4
55,10,219074,0,0,55,15,0,0,1,1,1,38,0,2
21,10,379525,4416,0,24,15,4,0,0,3,2,38,0,4
17,7,287160,0,0,7,1,4,9,0,3,1,38,0,4
27,10,130386,0,0,40,15,4,7,0,3,2,38,0,4
25,11,409815,0,0,40,8,4,3,0,1,2,38,0,2
38,10,212143,0,0,35,15,2,3,1,5,2,38,0,4
52,9,235567,0,0,40,11,0,0,0,1,2,38,0,4
22,9,306868,0,0,30,11,4,5,0,1,2,38,1,4
37,14,353550,15024,0,60,12,2,3,1,0,2,38,1,4
37,10,107302,15024,0,45,15,2,9,1,0,2,38,1,4
65,14,169435,0,0,39,12,2,9,1,0,4,38,1,4
28,13,105817,0,0,40,9,4,0,0,3,2,38,1,4
32,13,68879,0,0,50,9,2,3,1,0,4,38,1,4
53,13,206288,0,0,35,9,2,2,0,0,4,39,1,1
32,6,187936,0,0,50,0,4,2,0,1,2,38,0,2
45,11,226081,0,0,40,8,2,2,1,0,2,38,1,4
34,13,79190,0,0,50,9,2,9,0,5,1,38,0,4
39,9,34996,0,0,40,11,2,7,0,5,2,38,0,4
43,10,318415,0,0,40,15,0,6,0,4,2,38,0,2
35,10,148334,0,0,40,15,4,0,0,3,2,38,1,2
41,16,160120,0,0,40,10,2,11,1,0,3,35,1,1
62,14,285692,0,0,20,12,3,11,0,1,4,38,0,4
45,9,461725,0,0,40,11,2,5,0,0,2,38,1,4
35,9,104329,0,0,40,11,0,6,0,1,2,38,0,4
34,10,37284,0,0,40,15,2,2,0,0,2,38,1,4
40,15,154374,0,0,60,14,2,9,1,0,2,38,1,4
17,6,209650,0,0,15,0,4,7,0,3,2,38,1,4
18,9,227529,0,0,40,11,4,11,0,3,2,38,1,4
27,9,249382,0,0,40,11,0,7,0,4,2,38,0,2
20,7,305781,0,0,40,1,4,5,0,1,2,38,1,4
55,10,147989,0,0,58,15,2,2,0,0,2,38,1,4
57,4,207604,0,0,40,5,6,7,0,1,2,38,0,4
38,16,367260,0,0,40,10,2,0,0,0,2,38,1,4
20,5,147523,0,0,40,6,4,5,0,1,2,7,0,4
52,4,193116,0,0,20,5,2,2,0,0,4,25,1,4
18,6,50119,0,0,20,0,4,7,0,1,2,38,1,2
52,9,262579,0,0,45,11,2,5,0,0,2,38,1,4
42,13,244910,0,0,40,9,2,0,1,0,2,38,1,4
48,13,120902,0,0,40,9,2,12,1,0,2,38,1,4
55,9,217241,0,0,40,11,0,3,0,1,2,38,0,4
18,9,65098,0,0,30,11,4,2,0,3,2,38,1,4
17,7,364491,0,0,22,1,4,11,0,3,2,38,1,4
47,9,209739,0,0,40,11,2,5,0,0,2,38,1,4
29,9,72338,0,0,26,11,4,5,0,3,2,38,1,1
48,13,215895,0,0,40,9,4,3,0,3,2,38,1,4
31,9,32289,0,0,40,11,4,12,0,1,2,38,0,4
54,10,209464,0,0,40,15,0,0,0,4,2,38,0,4
69,4,98170,1086,0,20,5,6,7,0,1,2,38,0,4
40,10,271665,0,0,50,15,2,12,0,0,2,38,1,4
25,9,124111,0,0,50,11,4,6,0,3,2,38,0,4
82,4,121944,0,0,40,5,2,3,0,0,4,38,1,4
48,13,121424,0,0,50,9,5,12,0,1,4,38,1,4
53,9,33795,0,0,40,11,2,5,0,0,5,38,1,4
47,10,150429,0,0,50,15,2,2,1,0,2,38,1,0
57,9,124771,0,1740,40,11,2,2,0,0,2,38,1,4
21,10,204160,0,0,13,15,4,11,0,3,2,38,0,4
52,3,243616,4101,0,40,4,5,2,0,4,2,38,0,2
45,10,168556,0,0,40,15,0,6,0,1,2,38,1,4
54,14,186224,0,0,40,12,4,9,1,1,2,38,1,4
69,15,187332,20051,0,45,14,2,9,1,0,4,38,1,4
30,10,113433,0,0,40,15,4,6,0,3,2,38,0,2
37,4,268598,0,0,40,5,2,2,0,0,2,38,1,3
60,6,137733,0,1977,44,0,2,3,1,0,3,38,1,4
55,9,210318,0,0,40,11,2,4,0,0,2,38,1,4
46,13,106662,99999,0,55,9,5,11,1,1,2,38,1,4
21,9,162667,0,0,40,11,2,2,0,2,2,6,1,4
25,12,187577,0,0,40,7,4,2,0,1,2,38,1,4
67,9,89495,1797,0,4,11,2,11,0,0,2,38,1,4
41,14,247082,0,0,40,12,2,9,1,0,1,38,1,4
53,9,157059,0,0,50,11,2,0,0,0,2,38,1,4
26,9,282643,0,0,40,11,4,0,0,3,2,38,0,4
68,9,69249,0,0,10,11,2,4,1,0,4,38,1,4
36,12,131766,3325,0,40,7,4,3,0,1,2,38,0,4
20,12,163665,0,0,15,7,4,0,0,3,2,38,0,4
20,10,165097,0,2001,40,15,4,3,0,2,2,38,1,4
35,15,194668,99999,0,45,14,4,9,1,1,2,38,1,4
27,13,116372,0,0,40,9,4,9,0,1,2,38,0,4
29,9,113635,0,0,40,11,4,2,0,3,2,38,1,4
28,13,162994,0,0,40,9,2,12,0,0,2,38,1,4
40,14,266803,15024,0,50,12,2,9,1,5,2,1,0,4
20,5,230482,0,0,40,6,4,5,0,3,2,38,1,4
51,11,299831,0,0,40,8,4,9,0,3,2,38,0,4
30,14,172830,0,0,40,12,4,0,0,1,2,38,0,4
50,9,144084,0,0,55,11,5,11,0,4,2,38,0,4
30,9,295737,0,0,40,11,2,9,0,0,1,38,1,4
34,13,207685,0,0,39,9,5,9,0,4,2,38,0,2
55,14,161423,0,0,52,12,2,9,1,0,2,38,1,4
53,12,122109,0,0,70,7,0,11,0,1,4,38,0,4
45,14,215892,0,2824,50,12,4,3,1,1,2,38,0,4
45,12,176517,0,0,50,7,0,9,0,4,2,38,0,4
40,4,220821,0,0,72,5,2,4,0,0,4,38,1,4
73,14,249043,0,0,20,12,2,3,0,0,1,4,1,4
18,8,58949,0,0,20,2,4,7,0,3,2,38,0,4
33,9,158438,0,0,55,11,2,11,1,0,2,38,1,4
33,13,154950,0,0,50,9,2,12,0,0,2,38,1,4
38,10,200445,0,0,48,15,2,6,1,0,2,38,1,4
31,9,103651,0,0,45,11,2,0,1,0,0,38,1,4
51,13,200046,0,2824,40,9,5,11,1,4,3,38,1,4
32,13,193285,0,0,45,9,2,3,1,0,2,38,1,4
52,9,146015,0,0,40,11,2,2,0,0,2,38,1,4
41,13,195096,0,0,50,9,2,9,0,0,3,38,1,4
25,9,221078,0,0,35,11,4,11,0,1,2,38,0,4
45,11,186375,0,0,40,8,2,10,0,0,1,38,1,4
61,9,44983,0,0,20,11,2,2,0,0,4,38,1,4
71,10,29770,0,0,28,15,6,7,0,1,2,38,0,4
63,9,266565,0,0,27,11,0,0,0,1,5,38,0,4
45,9,235431,0,0,40,11,5,11,0,4,5,38,0,2
47,9,280030,0,0,52,11,2,2,0,0,2,38,1,4
50,14,158352,0,0,25,12,0,9,0,1,4,38,0,4
25,13,109972,0,0,45,9,4,9,0,3,1,38,1,4
32,9,278940,0,0,40,11,4,6,0,1,2,38,0,2
40,16,174395,0,0,40,10,2,3,1,0,2,38,1,4
50,6,141592,0,0,40,0,0,0,0,4,2,38,0,4
54,10,295525,0,0,40,15,0,10,0,4,2,38,0,4
34,9,121321,0,0,50,11,2,13,1,0,2,38,1,4
42,5,198955,0,0,46,6,0,6,0,1,2,38,0,2
38,9,186191,0,0,60,11,0,11,0,1,2,38,1,4
17,7,208967,0,0,24,1,4,11,0,3,2,38,0,4
47,15,159399,0,0,55,14,2,9,1,0,2,38,1,4
25,12,262656,0,0,40,7,4,11,0,3,2,38,0,4
30,9,284629,0,0,40,11,2,13,0,0,2,38,1,4
39,9,182189,0,1887,65,11,2,2,1,0,2,38,1,4
47,13,38819,0,0,45,9,2,10,1,0,0,38,1,4
57,9,191873,0,0,40,11,2,12,0,0,2,38,1,4
25,9,125082,0,0,40,11,4,5,0,3,2,38,0,2
68,14,67791,0,0,45,12,2,9,0,0,2,38,1,4
34,9,334744,0,0,65,11,2,6,0,0,5,38,1,4
35,9,198841,0,0,40,11,2,4,0,0,2,38,1,4
39,12,218490,0,0,40,7,2,2,1,0,1,38,1,4
47,12,188386,0,0,40,7,2,2,0,0,2,38,1,4
47,10,95661,0,0,45,15,6,3,0,1,2,10,0,4
55,9,79011,0,0,70,11,2,4,0,0,4,38,1,1
72,10,103368,0,0,21,15,2,4,0,0,4,38,1,4
32,9,119176,0,0,44,11,2,0,0,5,2,38,0,4
28,11,90928,0,0,40,8,4,3,0,1,2,38,0,4
61,15,218009,0,0,35,14,0,9,0,1,3,38,1,4
44,13,460259,0,0,50,9,2,11,1,0,4,38,1,4
35,14,405284,0,0,35,12,2,9,1,5,1,38,0,4
48,13,26502,0,0,40,9,2,3,1,0,4,38,1,4
49,9,157569,0,0,46,11,2,0,0,0,0,38,1,4
32,10,252168,0,0,35,15,4,7,0,1,2,38,1,2
26,11,269353,0,0,55,8,4,0,0,1,0,38,1,3
56,13,52822,0,0,30,9,0,4,0,1,4,38,1,4
24,14,147548,0,0,20,12,4,9,0,1,5,38,0,4
42,12,216411,0,0,35,7,2,0,1,5,1,32,0,4
37,9,122493,0,0,55,11,2,10,1,0,5,38,1,4
57,10,41680,0,0,40,15,0,12,0,1,2,38,0,2
48,13,100818,7443,0,45,9,5,9,0,4,1,38,0,4
39,10,30056,0,0,40,15,0,2,0,4,2,38,1,4
20,9,83141,0,0,40,11,4,2,0,3,3,38,1,4
46,9,178768,0,0,20,11,0,12,0,1,2,38,0,4
68,3,376957,0,0,6,4,2,2,0,0,4,38,1,2
33,8,194740,0,0,40,2,2,13,0,0,2,38,1,4
35,9,160728,0,0,50,11,2,4,0,0,4,38,1,4
20,9,200967,0,0,30,11,4,7,0,3,2,38,0,4
42,13,116493,0,0,52,9,2,10,0,0,5,38,1,4
42,10,188615,0,2231,50,15,5,9,1,1,2,1,1,4
47,8,849067,0,0,40,2,0,5,0,1,2,38,1,2
40,12,193459,0,0,40,7,5,6,0,1,2,27,1,4
51,9,177487,0,0,45,11,2,2,0,0,5,38,1,4
26,10,151971,0,0,35,15,4,5,0,4,2,38,1,4
32,11,169152,10520,0,80,8,0,3,1,1,3,11,0,4
59,16,108929,0,0,50,10,4,9,0,1,2,38,1,4
36,7,290861,0,0,40,1,3,2,0,1,2,38,1,2
38,10,168826,0,0,35,15,2,2,0,0,4,38,1,4
45,14,216414,0,0,50,12,2,12,1,0,2,38,1,4
38,13,324053,0,0,40,9,2,11,1,0,2,38,1,4
55,14,197399,0,0,40,12,2,9,0,0,5,38,1,4
46,10,138069,0,0,40,15,2,2,1,0,2,38,1,4
59,9,184553,0,0,45,11,2,5,0,0,2,38,1,4
31,14,328734,0,0,30,12,4,9,0,1,2,38,0,4
29,9,336167,0,0,30,11,4,6,0,4,2,38,0,2
34,12,195748,0,0,38,7,4,0,0,3,2,38,0,2
53,16,590941,0,1408,40,10,4,9,0,4,2,38,0,4
43,10,211580,0,0,40,15,2,9,1,0,2,38,1,4
45,6,166863,0,0,40,0,2,6,0,0,2,38,1,4
29,9,141350,0,0,50,11,4,10,0,1,2,38,1,4
28,13,133937,15024,0,55,9,2,0,1,0,2,38,1,4
44,12,282192,0,0,60,7,2,9,0,0,2,38,1,2
32,11,237582,0,0,38,8,4,9,0,1,2,38,0,4
29,12,262758,0,625,60,7,4,7,0,4,2,38,1,2
48,16,188694,0,0,40,10,2,3,1,0,3,38,1,4
40,8,104196,0,0,40,2,2,3,0,0,1,38,1,4
23,9,172232,0,0,50,11,2,13,0,0,2,38,1,4
29,9,103432,0,0,50,11,4,2,0,1,4,38,1,4
65,5,183544,0,0,38,6,6,11,0,1,2,38,0,4
58,9,111209,0,0,45,11,2,4,0,0,2,38,1,4
30,11,176862,0,0,40,8,2,9,0,0,2,38,1,4
55,13,201229,0,0,8,9,0,11,0,1,2,38,0,4
42,9,186689,0,0,60,11,2,7,0,5,2,38,0,2
31,13,177675,0,0,40,9,2,11,1,0,2,38,1,4
38,10,337505,0,0,40,15,2,0,1,0,0,29,1,1
53,9,156148,0,0,40,11,4,13,0,1,2,38,1,4
50,10,209642,99999,0,55,15,2,11,1,0,3,38,1,4
62,9,159474,0,0,50,11,2,6,0,0,2,38,1,4
37,10,75073,0,0,40,15,4,2,0,1,2,38,1,2
56,13,121362,15024,0,40,9,2,3,1,5,4,38,0,4
21,6,321369,0,0,40,0,4,2,0,3,2,38,1,4
44,12,219155,0,0,40,7,2,11,1,0,2,38,1,4
48,13,329144,0,1977,60,9,2,3,1,0,2,38,1,4
40,9,161475,0,0,75,11,2,10,0,5,1,38,0,2
70,13,99554,0,0,40,9,0,11,0,1,3,38,0,4
40,4,277488,0,0,40,5,2,6,0,0,2,38,1,4
27,13,286352,0,0,35,9,4,9,0,1,1,38,0,4
26,6,109457,0,0,48,0,2,2,0,2,2,38,1,4
33,13,236304,0,0,60,9,2,3,1,0,2,38,1,2
35,9,399601,0,0,50,11,2,9,1,0,2,38,1,4
42,10,396758,0,0,40,15,0,9,0,3,5,38,0,4
37,9,21798,0,0,45,11,2,2,1,0,2,38,1,4
17,5,192173,0,0,40,6,4,2,0,2,2,38,1,4
40,10,43546,0,0,48,15,0,6,0,4,2,38,0,4
20,10,87546,0,0,40,15,4,11,0,3,2,38,0,4
69,13,135891,0,0,7,9,2,9,1,0,2,38,1,4
32,3,312923,0,0,40,4,2,2,0,0,2,25,1,4
21,10,33432,0,0,8,15,4,9,0,3,2,38,0,4
25,9,270379,0,0,35,11,4,12,0,2,2,38,0,2
17,7,134829,2176,0,20,1,4,7,0,3,2,38,1,4
40,9,155106,0,0,55,11,2,0,1,0,0,38,1,4
50,10,270221,0,0,43,15,0,0,1,3,1,38,1,4
24,13,123226,0,0,40,9,4,9,0,1,2,38,1,4
23,9,154641,0,0,40,11,4,5,0,3,2,38,1,4
73,4,145570,0,0,35,5,2,11,1,0,2,38,1,4
54,13,229983,0,0,36,9,0,9,0,1,2,38,0,4
68,14,140892,0,0,15,12,2,13,0,0,4,38,1,4
45,12,278303,0,0,40,7,2,3,0,0,1,38,1,4
66,10,127139,0,0,40,15,2,3,1,0,2,38,1,4
32,7,360689,0,0,50,1,0,2,0,1,4,38,1,4
24,9,19513,0,0,40,11,4,11,0,3,2,38,0,0
56,9,50490,0,0,45,11,2,11,1,0,2,38,1,4
50,10,34067,0,0,60,15,2,4,1,0,4,38,1,4
48,9,359808,0,0,40,11,4,5,1,1,2,38,1,4
28,10,105422,0,0,50,15,4,13,0,1,2,38,1,4
49,9,28171,4787,0,40,11,0,12,1,1,2,38,1,4
59,9,49230,0,0,40,11,6,0,0,1,5,38,0,4
24,11,165107,0,0,40,8,2,0,0,5,2,38,0,4
20,7,112706,0,0,39,1,4,5,0,3,2,38,1,4
56,5,28297,0,0,40,6,2,2,0,0,2,38,1,4
53,6,104748,0,0,45,0,2,13,0,0,2,38,1,4
21,9,129137,1055,0,35,11,4,7,0,2,2,38,0,4
30,14,298871,0,1887,45,12,2,9,1,0,2,19,1,1
30,10,229716,0,0,40,15,5,0,0,4,1,38,0,2
31,9,113752,0,0,40,11,2,3,1,0,3,38,1,4
32,9,198739,0,0,40,11,2,13,0,0,4,38,1,4
42,13,277256,0,0,40,9,2,9,1,0,1,38,1,4
31,9,114937,0,0,40,11,2,2,0,0,2,38,1,4
57,7,206206,0,0,40,1,2,2,1,0,2,38,1,4
19,8,197861,0,0,15,2,4,2,0,3,2,38,1,4
19,7,38925,0,0,40,1,4,7,0,3,2,38,1,4
26,11,34309,0,0,45,8,4,9,0,1,2,38,1,4
24,9,219122,0,0,20,11,2,11,0,0,2,21,1,4
41,10,51494,0,0,40,15,2,2,0,0,4,38,1,4
55,10,173422,0,0,40,15,2,6,0,0,2,38,1,4
33,10,252340,0,0,40,15,4,0,0,1,2,38,0,4
25,11,213799,0,0,35,8,2,4,0,0,2,38,1,4
32,11,110100,0,0,40,8,0,9,0,4,1,38,0,2
53,9,146325,0,0,40,11,0,13,0,1,2,38,1,4
37,10,383352,0,0,38,15,0,0,0,4,2,38,0,4
33,13,369258,0,0,40,9,4,5,0,2,2,25,0,4
49,9,239865,0,0,50,11,2,12,1,0,2,38,1,4
52,4,200783,0,0,60,5,2,6,0,0,2,38,1,4
40,13,243580,0,0,44,9,2,3,1,0,2,38,1,4
36,15,132563,0,0,15,14,2,0,1,5,2,38,0,4
41,15,390369,0,0,58,14,2,9,1,0,4,38,1,4
25,9,403788,0,0,36,11,4,5,0,1,2,38,1,2
59,13,136413,0,0,40,9,2,11,0,0,2,38,1,4
56,13,208791,0,0,50,9,2,3,0,0,0,38,1,2
21,9,572285,0,0,20,11,4,7,0,2,2,38,0,4
45,9,90992,0,0,70,11,2,13,0,0,2,38,1,4
18,9,156056,0,0,12,11,4,5,0,3,2,38,1,4
20,10,194102,0,0,12,15,4,9,0,2,2,38,1,4
42,12,149102,0,0,45,7,4,3,0,1,2,38,1,4
41,9,40151,0,0,40,11,2,2,1,0,2,38,1,4
40,9,356934,0,1902,45,11,2,2,1,0,2,38,1,4
28,10,72514,0,0,72,15,4,0,0,1,0,38,0,2
47,9,174126,0,0,40,11,6,3,0,4,1,38,0,4
31,7,324386,0,0,40,1,2,2,0,0,2,38,1,4
56,14,159544,0,0,60,12,2,9,0,0,2,38,1,4
34,16,114691,0,0,50,10,2,9,1,0,2,38,1,4
49,14,222829,0,0,42,12,2,9,1,0,2,38,1,4
63,12,298699,0,0,40,7,2,3,1,0,2,38,1,4
38,3,216845,0,0,48,4,2,6,0,0,2,25,1,4
44,16,321824,0,0,20,10,2,9,0,0,2,38,1,4
56,9,97541,0,1977,40,11,2,11,1,0,2,38,1,4
30,10,329425,0,0,40,15,2,6,0,0,2,38,1,4
38,14,148287,0,0,60,12,2,3,1,0,3,38,1,4
51,5,251346,0,0,38,6,2,7,0,5,1,32,0,4
30,13,143766,0,0,40,9,2,9,1,0,2,38,1,4
56,11,49647,0,0,70,8,4,4,0,1,2,38,1,4
50,7,233363,0,0,40,1,0,7,0,4,2,38,0,4
54,9,180427,0,0,45,11,2,2,0,0,1,38,1,4
46,9,30111,0,0,40,11,2,3,1,0,2,38,1,2
27,9,360527,0,0,40,11,2,3,0,0,2,38,1,4
46,13,135803,0,0,40,9,4,3,0,1,2,29,1,1
60,9,608441,0,0,40,11,2,13,0,0,0,38,1,2
42,10,720428,0,0,40,15,2,10,1,0,1,38,1,2
36,6,269784,0,0,40,0,5,5,0,4,2,38,0,4
30,9,423311,0,0,40,11,1,6,0,0,2,38,1,2
43,14,343591,0,0,50,12,0,3,0,1,2,38,0,4
29,10,37088,0,0,40,15,2,2,0,0,2,38,1,4
22,10,113588,0,1741,30,15,4,7,0,3,2,38,0,4
46,9,190072,0,0,40,11,2,0,0,0,2,38,1,4
44,13,32000,0,0,45,9,2,9,1,0,0,38,1,4
30,13,164190,0,2258,45,9,4,3,0,1,3,38,1,4
17,7,233781,0,0,18,1,4,7,0,3,2,38,1,2
23,7,401762,0,0,40,1,4,2,0,1,2,38,0,4
34,9,169186,0,0,50,11,2,4,0,0,4,38,1,4
33,7,164309,0,0,30,1,5,3,0,4,2,38,0,4
24,13,170800,0,0,37,9,4,3,0,3,2,38,0,4
32,10,37232,0,0,40,15,2,0,0,0,2,38,1,4
41,13,373403,0,0,40,9,2,9,1,0,2,38,1,4
44,13,192014,0,0,38,9,5,3,0,1,2,38,1,4
48,13,172034,0,0,60,9,2,3,0,0,4,38,1,4
36,10,322770,0,1887,40,15,2,9,1,0,1,22,1,2
39,13,269168,0,0,45,9,2,9,1,0,2,2,1,1
34,9,302570,0,0,36,11,2,7,0,0,2,38,1,2
35,14,103710,0,0,40,12,4,9,0,1,2,38,0,4
30,10,113364,0,0,30,15,4,2,0,3,4,38,1,4
33,9,121966,0,0,50,11,4,12,0,1,2,38,0,4
30,14,154548,0,0,65,12,0,9,0,4,1,38,0,4
45,9,188794,0,0,40,11,0,7,0,1,2,38,0,4
37,9,156266,0,0,40,11,2,2,0,0,2,38,1,0
36,10,19914,0,0,40,15,4,0,0,3,2,38,0,0
31,12,246439,0,0,45,7,4,12,0,3,2,38,1,4
38,6,101833,3103,0,40,0,2,13,1,0,2,38,1,4
32,13,177695,0,0,45,9,2,2,0,0,2,18,1,1
23,10,167868,0,0,24,15,4,0,0,3,2,38,0,4
22,10,82561,0,0,40,15,4,11,0,3,2,38,1,4
38,9,31848,0,0,50,11,2,4,0,0,4,38,1,4
40,13,355918,0,0,50,9,2,2,1,0,2,38,1,4
38,9,49115,0,0,40,11,2,6,1,0,2,38,1,4
29,7,102875,0,0,20,1,2,5,0,3,2,38,1,2
52,9,284648,0,0,99,11,0,3,1,4,4,38,0,4
52,13,73134,0,0,40,9,2,11,1,0,4,38,1,4
44,9,172600,10520,0,50,11,4,11,1,1,2,38,0,4
25,4,184303,0,0,40,5,4,8,0,2,2,12,0,4
25,13,154610,0,1719,15,9,3,5,0,1,5,38,0,4
33,9,260560,0,0,40,11,2,6,0,0,2,38,1,4
56,2,360770,0,0,40,3,2,6,0,0,2,5,1,2
24,10,315877,0,0,25,15,4,11,0,1,2,38,1,4
58,9,128258,0,0,24,11,0,11,0,1,2,38,0,4
33,14,179336,0,0,40,12,4,0,0,1,2,38,0,4
20,10,168165,0,0,40,15,2,6,0,0,3,38,1,4
55,13,109015,0,1876,40,9,0,3,0,1,2,38,0,4
22,2,89154,0,0,40,3,4,7,0,2,2,7,1,4
38,9,85399,0,0,40,11,4,6,0,1,2,38,0,4
19,10,240841,0,0,50,15,4,0,0,3,2,38,1,4
20,9,119742,0,0,35,11,4,9,0,3,2,38,0,4
24,10,30656,0,0,24,15,4,7,0,1,2,38,1,4
30,9,263561,0,0,40,11,2,10,1,0,1,38,1,4
25,13,108838,0,0,40,9,4,0,0,1,2,38,0,4
21,9,259351,0,0,40,11,4,7,0,2,2,25,1,0
42,9,159449,0,0,40,11,0,2,0,1,2,38,1,4
53,10,195322,0,0,30,15,2,6,0,0,4,38,1,4
38,13,179481,0,0,50,9,2,9,0,0,4,38,1,4
40,10,195388,0,0,40,15,2,10,0,0,5,38,1,4
51,9,123429,0,0,40,11,2,5,0,0,2,38,1,4
36,11,116580,0,0,45,8,2,9,1,5,0,38,0,4
21,10,270043,0,0,25,15,4,12,0,3,2,38,0,4
49,13,232586,0,0,65,9,0,4,0,1,4,38,1,4
52,9,164519,0,0,40,11,6,0,0,2,2,38,0,2
33,15,141118,0,0,55,14,2,9,1,5,4,38,0,4
27,13,177955,0,0,40,9,4,12,0,3,2,25,0,4
45,14,149337,0,0,40,12,2,9,1,0,1,21,1,4
27,10,22422,0,0,40,15,4,11,0,2,2,38,1,4
41,2,215453,0,0,43,3,2,7,0,0,2,25,1,4
30,9,170772,0,0,40,11,2,7,0,0,1,38,1,4
24,10,36011,0,2057,45,15,2,11,0,0,2,38,1,4
35,9,133839,0,0,60,11,2,2,1,0,2,38,1,4
48,10,50567,0,0,40,15,3,3,0,1,0,38,0,4
42,15,203233,99999,0,99,14,2,9,1,0,3,38,1,4
46,6,187510,0,0,40,0,2,6,1,0,2,38,1,4
24,10,290625,0,0,41,15,4,0,0,1,0,38,0,2
39,13,127573,0,0,30,9,2,9,1,5,2,38,0,4
27,10,50316,0,0,40,15,4,3,0,1,2,38,1,4
41,9,169473,0,0,30,11,0,7,0,1,2,38,0,4
46,16,25894,0,0,40,10,0,9,1,1,2,18,1,1
44,14,106900,0,0,50,12,2,11,1,0,2,38,1,4
43,9,157473,0,0,48,11,2,5,1,5,2,38,0,4
31,14,122612,0,0,25,12,2,11,1,5,2,23,0,1
17,6,132187,0,0,15,0,4,5,0,3,2,38,1,4
31,10,212705,0,0,40,15,2,12,1,0,2,38,1,4
